DESCRIPCIÓN DE LAS UNIDADES,Dólares de Estados Unidos por Euro,Yenes japoneses por Euro,Francos suizos por Euro,Libras esterlinas por Euro,Coronas checas por Euro,Coronas danesas por Euro,Forints húngaros por Euro,Zlotys polacos por Euro,Lei rumanos por Euro,Coronas suecas por Euro,Coronas noruegas por Euro,Liras turcas por Euro,Dólares australianos por Euro,Reales brasileños por Euro,Dólares canadienses por Euro,Yuans por Euro,Dólares de Hong Kong por Euro,Rupias indonesias por Euro,Rupias indias por euro,Wons surcoreanos por Euro,Pesos mejicanos por Euro,Dólares neozelandeses por Euro,Pesos filipinos por Euro,Dólares de Singapur por Euro
21 NOV 2017,"1,172 USD","131,870 JPY","1,164 CHF","0,885 GBP","25,533 CZK","7,441 DKK","312,930 HUF","4,229 PLN","4,657 RON","9,947 SEK","9,689 NOK","4,630 TRY","1,547 AUD","3,821 BRL","1,501 CAD","7,773 €","9,155 CNY","15.850,940 IDR","76,071 INR","1.276,680 KRW","22,203 MXN","1,718 NZD","59,335 PHP","1,588 SGD"
22 NOV 2017,"1,175 USD","131,610 JPY","1,161 CHF","0,888 GBP","25,469 CZK","7,442 DKK","313,540 HUF","4,216 PLN","4,653 RON","9,882 SEK","9,672 NOK","4,656 TRY","1,550 AUD","3,829 BRL","1,497 CAD","7,776 €","9,178 CNY","15.879,950 IDR","76,251 INR","1.280,170 KRW","22,099 MXN","1,718 NZD","59,499 PHP","1,589 SGD"
23 NOV 2017,"1,185 USD","131,790 JPY","1,161 CHF","0,890 GBP","25,462 CZK","7,442 DKK","313,050 HUF","4,212 PLN","4,652 RON","9,844 SEK","9,639 NOK","4,642 TRY","1,553 AUD","3,840 BRL","1,502 CAD","7,788 €","9,253 CNY","15.973,470 IDR","76,512 INR","1.284,550 KRW","22,093 MXN","1,720 NZD","59,869 PHP","1,595 SGD"
24 NOV 2017,"1,188 USD","132,240 JPY","1,165 CHF","0,891 GBP","25,413 CZK","7,442 DKK","311,830 HUF","4,211 PLN","4,643 RON","9,864 SEK","9,661 NOK","4,683 TRY","1,559 AUD","3,838 BRL","1,509 CAD","7,845 €","9,274 CNY","16.056,520 IDR","76,821 INR","1.287,360 KRW","22,110 MXN","1,726 NZD","60,145 PHP","1,599 SGD"
27 NOV 2017,"1,195 USD","132,690 JPY","1,172 CHF","0,894 GBP","25,431 CZK","7,442 DKK","311,240 HUF","4,209 PLN","4,642 RON","9,926 SEK","9,753 NOK","4,676 TRY","1,566 AUD","3,856 BRL","1,516 CAD","7,891 €","9,325 CNY","16.137,590 IDR","77,093 INR","1.299,460 KRW","22,127 MXN","1,731 NZD","60,056 PHP","1,606 SGD"
28 NOV 2017,"1,189 USD","132,240 JPY","1,168 CHF","0,895 GBP","25,463 CZK","7,442 DKK","310,990 HUF","4,207 PLN","4,641 RON","9,906 SEK","9,745 NOK","4,668 TRY","1,562 AUD","3,829 BRL","1,521 CAD","7,843 €","9,275 CNY","16.053,390 IDR","76,580 INR","1.284,430 KRW","22,037 MXN","1,716 NZD","59,813 PHP","1,598 SGD"
29 NOV 2017,"1,183 USD","132,240 JPY","1,166 CHF","0,883 GBP","25,474 CZK","7,442 DKK","311,590 HUF","4,201 PLN","4,644 RON","9,915 SEK","9,741 NOK","4,679 TRY","1,563 AUD","3,794 BRL","1,518 CAD","7,811 €","9,233 CNY","15.971,180 IDR","76,062 INR","1.274,870 KRW","21,909 MXN","1,714 NZD","59,393 PHP","1,593 SGD"
30 NOV 2017,"1,185 USD","133,080 JPY","1,170 CHF","0,880 GBP","25,491 CZK","7,442 DKK","312,770 HUF","4,196 PLN","4,648 RON","9,921 SEK","9,840 NOK","4,664 TRY","1,566 AUD","3,867 BRL","1,527 CAD","7,838 €","9,252 CNY","16.035,250 IDR","76,388 INR","1.287,260 KRW","22,004 MXN","1,732 NZD","59,629 PHP","1,599 SGD"
01 DIC 2017,"1,189 USD","133,700 JPY","1,169 CHF","0,881 GBP","25,524 CZK","7,442 DKK","313,800 HUF","4,213 PLN","4,631 RON","9,949 SEK","9,875 NOK","4,672 TRY","1,569 AUD","3,882 BRL","1,530 CAD","7,855 €","9,285 CNY","16.082,950 IDR","76,655 INR","1.287,470 KRW","22,194 MXN","1,735 NZD","59,873 PHP","1,601 SGD"
04 DIC 2017,"1,187 USD","133,910 JPY","1,167 CHF","0,877 GBP","25,557 CZK","7,442 DKK","313,080 HUF","4,203 PLN","4,622 RON","9,964 SEK","9,867 NOK","4,626 TRY","1,559 AUD","3,856 BRL","1,503 CAD","7,853 €","9,272 CNY","16.036,730 IDR","76,409 INR","1.287,920 KRW","22,102 MXN","1,728 NZD","60,103 PHP","1,599 SGD"
05 DIC 2017,"1,185 USD","133,370 JPY","1,167 CHF","0,882 GBP","25,653 CZK","7,442 DKK","313,960 HUF","4,202 PLN","4,634 RON","9,968 SEK","9,823 NOK","4,582 TRY","1,551 AUD","3,819 BRL","1,497 CAD","7,836 €","9,256 CNY","16.008,850 IDR","76,302 INR","1.286,860 KRW","22,080 MXN","1,719 NZD","59,978 PHP","1,595 SGD"
06 DIC 2017,"1,182 USD","132,520 JPY","1,168 CHF","0,883 GBP","25,636 CZK","7,442 DKK","314,450 HUF","4,214 PLN","4,632 RON","9,927 SEK","9,758 NOK","4,549 TRY","1,557 AUD","3,819 BRL","1,496 CAD","7,817 €","9,232 CNY","16.007,310 IDR","76,243 INR","1.291,500 KRW","22,203 MXN","1,714 NZD","59,891 PHP","1,593 SGD"
07 DIC 2017,"1,179 USD","132,880 JPY","1,170 CHF","0,881 GBP","25,611 CZK","7,442 DKK","314,840 HUF","4,213 PLN","4,635 RON","9,956 SEK","9,750 NOK","4,555 TRY","1,568 AUD","3,882 BRL","1,513 CAD","7,801 €","9,204 CNY","15.967,830 IDR","76,111 INR","1.287,950 KRW","22,318 MXN","1,725 NZD","59,646 PHP","1,592 SGD"
08 DIC 2017,"1,174 USD","133,260 JPY","1,170 CHF","0,875 GBP","25,555 CZK","7,442 DKK","314,500 HUF","4,202 PLN","4,634 RON","9,977 SEK","9,767 NOK","4,517 TRY","1,562 AUD","3,844 BRL","1,507 CAD","7,773 €","9,166 CNY","15.910,410 IDR","75,678 INR","1.285,330 KRW","22,221 MXN","1,716 NZD","59,336 PHP","1,589 SGD"
11 DIC 2017,"1,180 USD","133,660 JPY","1,168 CHF","0,883 GBP","25,601 CZK","7,443 DKK","313,950 HUF","4,203 PLN","4,632 RON","10,016 SEK","9,883 NOK","4,508 TRY","1,567 AUD","3,865 BRL","1,517 CAD","7,807 €","9,209 CNY","15.978,860 IDR","75,981 INR","1.285,610 KRW","22,304 MXN","1,705 NZD","59,392 PHP","1,594 SGD"
12 DIC 2017,"1,177 USD","133,540 JPY","1,167 CHF","0,881 GBP","25,596 CZK","7,442 DKK","314,330 HUF","4,204 PLN","4,634 RON","9,933 SEK","9,825 NOK","4,504 TRY","1,554 AUD","3,905 BRL","1,510 CAD","7,788 €","9,185 CNY","16.004,410 IDR","75,770 INR","1.281,270 KRW","22,457 MXN","1,696 NZD","59,377 PHP","1,590 SGD"
13 DIC 2017,"1,174 USD","132,990 JPY","1,165 CHF","0,879 GBP","25,650 CZK","7,443 DKK","314,360 HUF","4,215 PLN","4,633 RON","9,906 SEK","9,825 NOK","4,524 TRY","1,550 AUD","3,891 BRL","1,509 CAD","7,769 €","9,161 CNY","15.969,180 IDR","75,617 INR","1.280,070 KRW","22,542 MXN","1,689 NZD","59,252 PHP","1,587 SGD"
14 DIC 2017,"1,185 USD","133,390 JPY","1,169 CHF","0,882 GBP","25,695 CZK","7,443 DKK","314,070 HUF","4,222 PLN","4,633 RON","9,949 SEK","9,778 NOK","4,586 TRY","1,545 AUD","3,953 BRL","1,520 CAD","7,828 €","9,250 CNY","16.077,220 IDR","76,247 INR","1.288,740 KRW","22,624 MXN","1,693 NZD","59,902 PHP","1,595 SGD"
15 DIC 2017,"1,181 USD","132,450 JPY","1,167 CHF","0,883 GBP","25,678 CZK","7,444 DKK","313,430 HUF","4,217 PLN","4,633 RON","9,958 SEK","9,783 NOK","4,560 TRY","1,538 AUD","3,917 BRL","1,507 CAD","7,802 €","9,222 CNY","16.029,010 IDR","75,609 INR","1.284,730 KRW","22,628 MXN","1,680 NZD","59,528 PHP","1,590 SGD"
18 DIC 2017,"1,180 USD","132,660 JPY","1,165 CHF","0,882 GBP","25,685 CZK","7,444 DKK","313,670 HUF","4,207 PLN","4,623 RON","9,959 SEK","9,857 NOK","4,525 TRY","1,539 AUD","3,873 BRL","1,519 CAD","7,806 €","9,219 CNY","16.027,640 IDR","75,765 INR","1.282,230 KRW","22,472 MXN","1,684 NZD","59,551 PHP","1,590 SGD"
19 DIC 2017,"1,182 USD","133,230 JPY","1,164 CHF","0,885 GBP","25,662 CZK","7,444 DKK","313,100 HUF","4,199 PLN","4,620 RON","9,951 SEK","9,888 NOK","4,529 TRY","1,541 AUD","3,886 BRL","1,521 CAD","7,807 €","9,245 CNY","16.057,760 IDR","75,703 INR","1.281,280 KRW","22,513 MXN","1,687 NZD","59,409 PHP","1,592 SGD"
20 DIC 2017,"1,185 USD","134,160 JPY","1,170 CHF","0,883 GBP","25,674 CZK","7,444 DKK","312,750 HUF","4,204 PLN","4,628 RON","9,913 SEK","9,868 NOK","4,537 TRY","1,543 AUD","3,895 BRL","1,522 CAD","7,793 €","9,268 CNY","16.083,140 IDR","75,948 INR","1.281,590 KRW","22,797 MXN","1,697 NZD","59,502 PHP","1,594 SGD"
21 DIC 2017,"1,186 USD","134,590 JPY","1,173 CHF","0,888 GBP","25,715 CZK","7,445 DKK","312,360 HUF","4,200 PLN","4,636 RON","9,984 SEK","9,974 NOK","4,531 TRY","1,545 AUD","3,921 BRL","1,518 CAD","7,809 €","9,276 CNY","16.067,760 IDR","75,928 INR","1.281,820 KRW","22,900 MXN","1,693 NZD","59,525 PHP","1,595 SGD"
22 DIC 2017,"1,185 USD","134,370 JPY","1,174 CHF","0,886 GBP","25,750 CZK","7,444 DKK","311,820 HUF","4,198 PLN","4,642 RON","9,933 SEK","9,896 NOK","4,525 TRY","1,536 AUD","3,935 BRL","1,506 CAD","7,795 €","9,265 CNY","16.070,500 IDR","75,907 INR","1.276,340 KRW","23,126 MXN","1,690 NZD","59,382 PHP","1,593 SGD"
27 DIC 2017,"1,190 USD","134,700 JPY","1,177 CHF","0,886 GBP","25,840 CZK","7,445 DKK","310,990 HUF","4,188 PLN","4,650 RON","9,873 SEK","9,861 NOK","4,548 TRY","1,532 AUD","3,920 BRL","1,503 CAD","7,798 €","9,295 CNY","16.123,380 IDR","76,313 INR","1.277,730 KRW","23,522 MXN","1,683 NZD","59,430 PHP","1,594 SGD"
28 DIC 2017,"1,193 USD","134,740 JPY","1,170 CHF","0,888 GBP","25,645 CZK","7,446 DKK","310,300 HUF","4,181 PLN","4,652 RON","9,845 SEK","9,867 NOK","4,546 TRY","1,533 AUD","3,950 BRL","1,505 CAD","7,800 €","9,327 CNY","16.184,890 IDR","76,473 INR","1.276,370 KRW","23,467 MXN","1,686 NZD","59,561 PHP","1,597 SGD"
29 DIC 2017,"1,199 USD","135,010 JPY","1,170 CHF","0,887 GBP","25,535 CZK","7,445 DKK","310,330 HUF","4,177 PLN","4,659 RON","9,844 SEK","9,840 NOK","4,546 TRY","1,535 AUD","3,973 BRL","1,504 CAD","7,804 €","9,372 CNY","16.239,120 IDR","76,606 INR","1.279,610 KRW","23,661 MXN","1,685 NZD","59,795 PHP","1,602 SGD"
02 ENE 2018,"1,207 USD","135,350 JPY","1,172 CHF","0,890 GBP","25,494 CZK","7,444 DKK","308,590 HUF","4,163 PLN","4,653 RON","9,828 SEK","9,775 NOK","4,534 TRY","1,541 AUD","3,950 BRL","1,513 CAD","7,834 €","9,428 CNY","16.266,030 IDR","76,601 INR","1.281,590 KRW","23,553 MXN","1,696 NZD","60,132 PHP","1,603 SGD"
03 ENE 2018,"1,202 USD","134,970 JPY","1,174 CHF","0,886 GBP","25,545 CZK","7,444 DKK","309,290 HUF","4,165 PLN","4,636 RON","9,825 SEK","9,744 NOK","4,530 TRY","1,534 AUD","3,924 BRL","1,505 CAD","7,817 €","9,399 CNY","16.176,950 IDR","76,346 INR","1.281,390 KRW","23,384 MXN","1,694 NZD","59,988 PHP","1,599 SGD"
04 ENE 2018,"1,207 USD","135,920 JPY","1,176 CHF","0,891 GBP","25,515 CZK","7,445 DKK","308,530 HUF","4,156 PLN","4,629 RON","9,822 SEK","9,766 NOK","4,537 TRY","1,540 AUD","3,906 BRL","1,511 CAD","7,838 €","9,432 CNY","16.191,230 IDR","76,498 INR","1.283,140 KRW","23,322 MXN","1,696 NZD","60,062 PHP","1,604 SGD"
05 ENE 2018,"1,205 USD","136,450 JPY","1,176 CHF","0,889 GBP","25,594 CZK","7,446 DKK","308,770 HUF","4,155 PLN","4,635 RON","9,832 SEK","9,742 NOK","4,513 TRY","1,536 AUD","3,906 BRL","1,507 CAD","7,815 €","9,419 CNY","16.164,390 IDR","76,329 INR","1.281,200 KRW","23,327 MXN","1,684 NZD","60,065 PHP","1,599 SGD"
08 ENE 2018,"1,197 USD","135,340 JPY","1,171 CHF","0,884 GBP","25,524 CZK","7,447 DKK","308,840 HUF","4,166 PLN","4,621 RON","9,817 SEK","9,678 NOK","4,489 TRY","1,529 AUD","3,883 BRL","1,488 CAD","7,782 €","9,366 CNY","16.084,830 IDR","76,038 INR","1.277,870 KRW","23,082 MXN","1,670 NZD","60,095 PHP","1,596 SGD"
09 ENE 2018,"1,193 USD","134,310 JPY","1,173 CHF","0,883 GBP","25,535 CZK","7,447 DKK","309,360 HUF","4,180 PLN","4,653 RON","9,829 SEK","9,672 NOK","4,484 TRY","1,524 AUD","3,857 BRL","1,483 CAD","7,787 €","9,332 CNY","16.038,990 IDR","76,022 INR","1.274,810 KRW","22,931 MXN","1,660 NZD","59,994 PHP","1,593 SGD"
10 ENE 2018,"1,199 USD","133,620 JPY","1,173 CHF","0,887 GBP","25,570 CZK","7,447 DKK","309,920 HUF","4,181 PLN","4,640 RON","9,811 SEK","9,645 NOK","4,555 TRY","1,529 AUD","3,895 BRL","1,493 CAD","7,800 €","9,381 CNY","16.105,860 IDR","76,263 INR","1.280,950 KRW","23,130 MXN","1,665 NZD","60,624 PHP","1,598 SGD"
11 ENE 2018,"1,202 USD","134,190 JPY","1,174 CHF","0,891 GBP","25,547 CZK","7,447 DKK","309,430 HUF","4,179 PLN","4,641 RON","9,820 SEK","9,674 NOK","4,565 TRY","1,528 AUD","3,886 BRL","1,509 CAD","7,813 €","9,400 CNY","16.102,180 IDR","76,534 INR","1.282,330 KRW","23,305 MXN","1,665 NZD","60,589 PHP","1,601 SGD"
12 ENE 2018,"1,214 USD","134,880 JPY","1,179 CHF","0,890 GBP","25,521 CZK","7,449 DKK","308,740 HUF","4,172 PLN","4,636 RON","9,835 SEK","9,659 NOK","4,559 TRY","1,542 AUD","3,896 BRL","1,519 CAD","7,842 €","9,496 CNY","16.179,710 IDR","77,192 INR","1.289,540 KRW","23,196 MXN","1,673 NZD","61,144 PHP","1,610 SGD"
15 ENE 2018,"1,228 USD","135,810 JPY","1,180 CHF","0,890 GBP","25,531 CZK","7,450 DKK","308,900 HUF","4,169 PLN","4,628 RON","9,834 SEK","9,671 NOK","4,644 TRY","1,543 AUD","3,924 BRL","1,526 CAD","7,904 €","9,605 CNY","16.337,050 IDR","77,981 INR","1.305,740 KRW","23,120 MXN","1,683 NZD","61,753 PHP","1,622 SGD"
16 ENE 2018,"1,223 USD","135,400 JPY","1,180 CHF","0,889 GBP","25,516 CZK","7,449 DKK","308,750 HUF","4,171 PLN","4,648 RON","9,823 SEK","9,631 NOK","4,644 TRY","1,538 AUD","3,930 BRL","1,519 CAD","7,878 €","9,568 CNY","16.311,760 IDR","78,330 INR","1.302,400 KRW","22,959 MXN","1,681 NZD","61,939 PHP","1,619 SGD"
17 ENE 2018,"1,220 USD","135,210 JPY","1,177 CHF","0,886 GBP","25,447 CZK","7,447 DKK","308,770 HUF","4,171 PLN","4,657 RON","9,843 SEK","9,622 NOK","4,665 TRY","1,531 AUD","3,950 BRL","1,519 CAD","7,853 €","9,542 CNY","16.302,020 IDR","78,011 INR","1.303,650 KRW","22,939 MXN","1,680 NZD","62,017 PHP","1,615 SGD"
18 ENE 2018,"1,224 USD","136,070 JPY","1,175 CHF","0,882 GBP","25,365 CZK","7,448 DKK","308,510 HUF","4,167 PLN","4,648 RON","9,831 SEK","9,601 NOK","4,637 TRY","1,531 AUD","3,932 BRL","1,523 CAD","7,858 €","9,565 CNY","16.325,380 IDR","78,121 INR","1.306,610 KRW","22,817 MXN","1,676 NZD","62,068 PHP","1,618 SGD"
19 ENE 2018,"1,226 USD","135,540 JPY","1,176 CHF","0,884 GBP","25,433 CZK","7,445 DKK","309,200 HUF","4,172 PLN","4,659 RON","9,833 SEK","9,624 NOK","4,656 TRY","1,530 AUD","3,931 BRL","1,525 CAD","7,848 €","9,581 CNY","16.315,690 IDR","78,239 INR","1.306,920 KRW","22,816 MXN","1,683 NZD","62,138 PHP","1,618 SGD"
22 ENE 2018,"1,224 USD","135,660 JPY","1,176 CHF","0,881 GBP","25,399 CZK","7,444 DKK","309,650 HUF","4,171 PLN","4,667 RON","9,834 SEK","9,622 NOK","4,655 TRY","1,529 AUD","3,908 BRL","1,527 CAD","7,837 €","9,569 CNY","16.341,510 IDR","78,223 INR","1.309,980 KRW","22,806 MXN","1,676 NZD","62,288 PHP","1,615 SGD"
23 ENE 2018,"1,225 USD","135,350 JPY","1,178 CHF","0,878 GBP","25,403 CZK","7,444 DKK","310,130 HUF","4,170 PLN","4,671 RON","9,844 SEK","9,638 NOK","4,630 TRY","1,537 AUD","3,945 BRL","1,529 CAD","7,847 €","9,576 CNY","16.345,060 IDR","78,118 INR","1.317,850 KRW","23,062 MXN","1,672 NZD","62,501 PHP","1,616 SGD"
24 ENE 2018,"1,235 USD","135,130 JPY","1,174 CHF","0,872 GBP","25,374 CZK","7,445 DKK","309,010 HUF","4,156 PLN","4,665 RON","9,832 SEK","9,628 NOK","4,626 TRY","1,531 AUD","3,944 BRL","1,523 CAD","7,872 €","9,656 CNY","16.450,390 IDR","78,673 INR","1.315,330 KRW","22,905 MXN","1,668 NZD","62,790 PHP","1,618 SGD"
25 ENE 2018,"1,241 USD","135,120 JPY","1,168 CHF","0,870 GBP","25,381 CZK","7,444 DKK","309,350 HUF","4,147 PLN","4,669 RON","9,819 SEK","9,586 NOK","4,641 TRY","1,536 AUD","3,906 BRL","1,529 CAD","7,855 €","9,700 CNY","16.492,630 IDR","78,865 INR","1.314,410 KRW","22,881 MXN","1,682 NZD","63,189 PHP","1,620 SGD"
26 ENE 2018,"1,244 USD","135,950 JPY","1,163 CHF","0,873 GBP","25,357 CZK","7,443 DKK","309,800 HUF","4,142 PLN","4,666 RON","9,801 SEK","9,566 NOK","4,664 TRY","1,538 AUD","3,915 BRL","1,533 CAD","7,869 €","9,722 CNY","16.558,530 IDR","79,106 INR","1.323,680 KRW","23,067 MXN","1,694 NZD","63,492 PHP","1,626 SGD"
29 ENE 2018,"1,238 USD","134,750 JPY","1,156 CHF","0,879 GBP","25,297 CZK","7,443 DKK","309,340 HUF","4,144 PLN","4,653 RON","9,782 SEK","9,555 NOK","4,676 TRY","1,530 AUD","3,921 BRL","1,527 CAD","7,838 €","9,678 CNY","16.586,620 IDR","78,706 INR","1.324,740 KRW","23,032 MXN","1,688 NZD","63,642 PHP","1,622 SGD"
30 ENE 2018,"1,242 USD","134,980 JPY","1,159 CHF","0,879 GBP","25,330 CZK","7,442 DKK","310,380 HUF","4,145 PLN","4,651 RON","9,783 SEK","9,563 NOK","4,683 TRY","1,535 AUD","3,928 BRL","1,530 CAD","7,857 €","9,712 CNY","16.630,480 IDR","79,057 INR","1.329,250 KRW","23,129 MXN","1,694 NZD","63,753 PHP","1,628 SGD"
31 ENE 2018,"1,246 USD","135,600 JPY","1,163 CHF","0,879 GBP","25,272 CZK","7,442 DKK","310,650 HUF","4,150 PLN","4,655 RON","9,765 SEK","9,562 NOK","4,673 TRY","1,536 AUD","3,937 BRL","1,529 CAD","7,834 €","9,741 CNY","16.662,480 IDR","79,180 INR","1.327,030 KRW","23,226 MXN","1,680 NZD","63,872 PHP","1,629 SGD"
01 FEB 2018,"1,246 USD","136,620 JPY","1,160 CHF","0,875 GBP","25,267 CZK","7,443 DKK","310,060 HUF","4,154 PLN","4,655 RON","9,803 SEK","9,571 NOK","4,668 TRY","1,557 AUD","3,949 BRL","1,535 CAD","7,845 €","9,743 CNY","16.717,300 IDR","79,766 INR","1.334,460 KRW","23,131 MXN","1,694 NZD","64,330 PHP","1,635 SGD"
02 FEB 2018,"1,249 USD","137,220 JPY","1,160 CHF","0,879 GBP","25,192 CZK","7,443 DKK","309,490 HUF","4,154 PLN","4,646 RON","9,822 SEK","9,566 NOK","4,680 TRY","1,563 AUD","3,999 BRL","1,539 CAD","7,855 €","9,769 CNY","16.821,790 IDR","80,021 INR","1.355,170 KRW","23,056 MXN","1,696 NZD","64,490 PHP","1,641 SGD"
05 FEB 2018,"1,244 USD","136,670 JPY","1,160 CHF","0,886 GBP","25,196 CZK","7,443 DKK","309,600 HUF","4,159 PLN","4,633 RON","9,834 SEK","9,611 NOK","4,677 TRY","1,566 AUD","4,017 BRL","1,547 CAD","7,825 €","9,729 CNY","16.787,780 IDR","79,744 INR","1.352,640 KRW","23,125 MXN","1,703 NZD","64,169 PHP","1,639 SGD"
06 FEB 2018,"1,233 USD","134,970 JPY","1,157 CHF","0,889 GBP","25,233 CZK","7,443 DKK","310,650 HUF","4,164 PLN","4,645 RON","9,869 SEK","9,701 NOK","4,665 TRY","1,573 AUD","4,038 BRL","1,549 CAD","7,745 €","9,640 CNY","16.736,620 IDR","79,242 INR","1.339,890 KRW","23,192 MXN","1,696 NZD","63,544 PHP","1,631 SGD"
07 FEB 2018,"1,234 USD","134,840 JPY","1,161 CHF","0,887 GBP","25,230 CZK","7,443 DKK","309,810 HUF","4,160 PLN","4,656 RON","9,859 SEK","9,662 NOK","4,668 TRY","1,568 AUD","4,007 BRL","1,545 CAD","7,742 €","9,646 CNY","16.729,400 IDR","79,266 INR","1.335,720 KRW","23,047 MXN","1,690 NZD","63,236 PHP","1,629 SGD"
08 FEB 2018,"1,225 USD","134,310 JPY","1,156 CHF","0,875 GBP","25,247 CZK","7,442 DKK","310,960 HUF","4,170 PLN","4,652 RON","9,897 SEK","9,686 NOK","4,670 TRY","1,569 AUD","4,003 BRL","1,540 CAD","7,755 €","9,580 CNY","16.721,530 IDR","78,772 INR","1.335,370 KRW","22,994 MXN","1,697 NZD","63,308 PHP","1,629 SGD"
09 FEB 2018,"1,227 USD","133,590 JPY","1,150 CHF","0,887 GBP","25,335 CZK","7,444 DKK","312,080 HUF","4,190 PLN","4,656 RON","9,945 SEK","9,798 NOK","4,697 TRY","1,572 AUD","4,024 BRL","1,548 CAD","7,736 €","9,599 CNY","16.763,690 IDR","79,005 INR","1.336,190 KRW","23,093 MXN","1,695 NZD","63,324 PHP","1,632 SGD"
12 FEB 2018,"1,226 USD","133,230 JPY","1,150 CHF","0,886 GBP","25,358 CZK","7,446 DKK","311,970 HUF","4,175 PLN","4,652 RON","9,920 SEK","9,748 NOK","4,665 TRY","1,565 AUD","4,042 BRL","1,543 CAD","7,760 €","9,589 CNY","16.722,750 IDR","78,894 INR","1.328,300 KRW","22,836 MXN","1,692 NZD","63,730 PHP","1,626 SGD"
13 FEB 2018,"1,233 USD","132,820 JPY","1,152 CHF","0,889 GBP","25,386 CZK","7,449 DKK","312,160 HUF","4,178 PLN","4,659 RON","9,939 SEK","9,742 NOK","4,687 TRY","1,572 AUD","4,064 BRL","1,554 CAD","7,824 €","9,647 CNY","16.822,210 IDR","79,273 INR","1.338,240 KRW","22,978 MXN","1,694 NZD","64,285 PHP","1,631 SGD"
14 FEB 2018,"1,235 USD","132,400 JPY","1,152 CHF","0,890 GBP","25,370 CZK","7,449 DKK","312,820 HUF","4,172 PLN","4,661 RON","9,931 SEK","9,715 NOK","4,693 TRY","1,571 AUD","4,053 BRL","1,553 CAD","7,834 €","9,659 CNY","16.812,730 IDR","79,117 INR","1.331,190 KRW","22,993 MXN","1,687 NZD","64,392 PHP","1,629 SGD"
15 FEB 2018,"1,249 USD","133,110 JPY","1,155 CHF","0,887 GBP","25,370 CZK","7,449 DKK","311,680 HUF","4,153 PLN","4,662 RON","9,918 SEK","9,735 NOK","4,705 TRY","1,576 AUD","4,025 BRL","1,560 CAD","7,926 €","9,772 CNY","16.896,850 IDR","79,849 INR","1.330,750 KRW","23,126 MXN","1,691 NZD","65,145 PHP","1,639 SGD"
16 FEB 2018,"1,246 USD","132,340 JPY","1,152 CHF","0,888 GBP","25,340 CZK","7,448 DKK","311,280 HUF","4,160 PLN","4,663 RON","9,914 SEK","9,681 NOK","4,678 TRY","1,570 AUD","4,031 BRL","1,559 CAD","7,908 €","9,748 CNY","16.848,210 IDR","80,044 INR","1.327,260 KRW","23,063 MXN","1,685 NZD","65,121 PHP","1,634 SGD"
19 FEB 2018,"1,241 USD","132,240 JPY","1,151 CHF","0,886 GBP","25,327 CZK","7,448 DKK","311,150 HUF","4,146 PLN","4,661 RON","9,916 SEK","9,658 NOK","4,658 TRY","1,568 AUD","4,013 BRL","1,559 CAD","7,873 €","9,708 CNY","16.818,580 IDR","79,738 INR","1.323,970 KRW","23,013 MXN","1,682 NZD","65,100 PHP","1,630 SGD"
20 FEB 2018,"1,234 USD","132,250 JPY","1,154 CHF","0,882 GBP","25,318 CZK","7,447 DKK","311,780 HUF","4,147 PLN","4,664 RON","9,969 SEK","9,668 NOK","4,657 TRY","1,565 AUD","4,011 BRL","1,555 CAD","7,829 €","9,655 CNY","16.819,730 IDR","80,003 INR","1.323,700 KRW","23,000 MXN","1,678 NZD","64,560 PHP","1,627 SGD"
21 FEB 2018,"1,231 USD","132,410 JPY","1,155 CHF","0,885 GBP","25,361 CZK","7,447 DKK","312,150 HUF","4,159 PLN","4,662 RON","9,965 SEK","9,642 NOK","4,665 TRY","1,568 AUD","4,008 BRL","1,560 CAD","7,811 €","9,634 CNY","16.757,860 IDR","79,730 INR","1.322,020 KRW","23,052 MXN","1,675 NZD","64,229 PHP","1,627 SGD"
22 FEB 2018,"1,228 USD","131,470 JPY","1,151 CHF","0,883 GBP","25,316 CZK","7,446 DKK","312,690 HUF","4,182 PLN","4,656 RON","9,996 SEK","9,689 NOK","4,665 TRY","1,570 AUD","4,015 BRL","1,559 CAD","7,809 €","9,606 CNY","16.831,620 IDR","79,890 INR","1.331,260 KRW","23,073 MXN","1,676 NZD","63,911 PHP","1,623 SGD"
23 FEB 2018,"1,230 USD","131,280 JPY","1,151 CHF","0,879 GBP","25,337 CZK","7,447 DKK","312,880 HUF","4,170 PLN","4,655 RON","10,058 SEK","9,677 NOK","4,658 TRY","1,572 AUD","3,988 BRL","1,561 CAD","7,791 €","9,622 CNY","16.820,110 IDR","79,652 INR","1.324,370 KRW","22,839 MXN","1,686 NZD","63,719 PHP","1,625 SGD"
26 FEB 2018,"1,232 USD","131,600 JPY","1,153 CHF","0,878 GBP","25,391 CZK","7,446 DKK","313,590 HUF","4,170 PLN","4,663 RON","10,044 SEK","9,630 NOK","4,658 TRY","1,571 AUD","3,986 BRL","1,562 CAD","7,772 €","9,639 CNY","16.834,050 IDR","79,803 INR","1.320,160 KRW","22,918 MXN","1,685 NZD","63,936 PHP","1,623 SGD"
